,SEASON,PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,GP,MIN,HEIGHT,POSITION,HEIGHT_CM,POSITION_SIMPLE,Lv1,Lv2,Lv1_and_Lv2
11082,2019-20,Shamorie Ponds,1629044,TOR,4,2.6,6-0,Guard,182.9,G,False,False,False
11083,2019-20,Shaquille Harrison,1627885,CHI,43,11.3,6-4,Guard,193.0,G,True,False,False
11084,2019-20,Sindarius Thornwell,1628414,NOP,2,17.7,6-4,Guard,193.0,G,False,False,False
11085,2019-20,Skal Labissiere,1627746,ATL,33,17.2,6-10,Forward-Center,208.3,F,False,False,False
11086,2019-20,Solomon Hill,203524,MIA,59,18.4,6-6,Forward,198.1,F,True,False,False
11087,2019-20,Spencer Dinwiddie,203915,BKN,64,31.2,6-5,Guard,195.6,G,True,True,True
11088,2019-20,Stanley Johnson,1626169,TOR,25,6.0,6-6,Forward-Guard,198.1,G,False,False,False
11089,2019-20,Stanton Kidd,1629742,UTA,4,3.8,6-6,Forward,198.1,F,False,False,False
11090,2019-20,Stephen Curry,201939,GSW,5,27.9,6-2,Guard,188.0,G,False,True,False
11091,2019-20,Sterling Brown,1628425,MIL,52,14.7,6-5,Guard-Forward,195.6,G,True,False,False
11092,2019-20,Steven Adams,203500,OKC,63,26.7,6-11,Center,210.8,C,True,True,True
11093,2019-20,Svi Mykhailiuk,1629004,DET,56,22.6,6-7,Guard-Forward,200.7,G,True,True,True
11094,2019-20,T.J. Leaf,1628388,IND,28,7.9,6-10,Forward,208.3,F,False,False,False
11095,2019-20,T.J. McConnell,204456,IND,71,18.7,6-1,Guard,185.4,G,True,False,False
11096,2019-20,T.J. Warren,203933,IND,67,32.9,6-8,Forward,203.2,F,True,True,True
11097,2019-20,Tacko Fall,1629605,BOS,7,4.6,7-6,Center,228.6,C,False,False,False
11098,2019-20,Taj Gibson,201959,NYK,62,16.5,6-9,Forward,205.7,F,True,False,False
11099,2019-20,Talen Horton-Tucker,1629659,LAL,6,13.5,6-4,Guard,193.0,G,False,False,False
11100,2019-20,Tariq Owens,1629745,PHX,3,5.1,6-10,Forward,208.3,F,False,False,False
11101,2019-20,Taurean Prince,1627752,BKN,64,29.0,6-6,Forward,198.1,F,True,True,True
11102,2019-20,Terance Mann,1629611,LAC,41,8.8,6-5,Guard-Forward,195.6,G,True,False,False
11103,2019-20,Terence Davis,1629056,TOR,72,16.8,6-4,Guard,193.0,G,True,False,False
11104,2019-20,Terrance Ferguson,1628390,OKC,56,22.5,6-6,Guard,198.1,G,True,True,True
11105,2019-20,Terrence Ross,203082,ORL,69,27.4,6-7,Guard-Forward,200.7,G,True,True,True
11106,2019-20,Terry Rozier,1626179,CHA,63,34.4,6-1,Guard,185.4,G,True,True,True
11107,2019-20,Thabo Sefolosha,200757,HOU,41,10.6,6-6,Forward-Guard,198.1,G,True,False,False
11108,2019-20,Thaddeus Young,201152,CHI,64,24.9,,,,,True,True,True
11109,2019-20,Thanasis Antetokounmpo,203648,MIL,20,6.4,6-7,Forward,200.7,F,False,False,False
11110,2019-20,Theo Pinson,1629033,NYK,33,11.1,6-7,Guard-Forward,200.7,G,False,False,False
11111,2019-20,Thomas Bryant,1628418,WAS,46,24.9,6-10,Center-Forward,208.3,F,True,True,True
11112,2019-20,Thon Maker,1627748,DET,60,12.9,7-0,Forward-Center,213.4,F,True,False,False
11113,2019-20,Tim Frazier,204025,DET,27,13.1,6-0,Guard,182.9,G,False,False,False
11114,2019-20,Tim Hardaway Jr.,203501,DAL,71,29.5,6-5,Guard-Forward,195.6,G,True,True,True
11115,2019-20,Timothe Luwawu-Cabarrot,1627789,BKN,47,18.1,6-7,Guard-Forward,200.7,G,True,False,False
11116,2019-20,Tobias Harris,202699,PHI,72,34.3,,,,,True,True,True
11117,2019-20,Tomas Satoransky,203107,CHI,65,28.9,6-7,Guard,200.7,G,True,True,True
11118,2019-20,Tony Bradley,1628396,UTA,58,11.4,6-11,Center-Forward,210.8,F,True,False,False
11119,2019-20,Tony Snell,203503,DET,59,27.8,6-6,Guard,198.1,G,True,True,True
11120,2019-20,Torrey Craig,1628470,DEN,58,18.5,6-5,Forward,195.6,F,True,False,False
11121,2019-20,Trae Young,1629027,ATL,60,35.3,6-1,Guard,185.4,G,True,True,True
11122,2019-20,Tremont Waters,1629682,BOS,11,10.8,5-10,Guard,177.8,G,False,False,False
11123,2019-20,Treveon Graham,1626203,ATL,55,16.9,6-5,Guard-Forward,195.6,G,True,False,False
11124,2019-20,Trevor Ariza,2772,POR,53,28.2,6-8,Forward,203.2,F,True,True,True
11125,2019-20,Trey Burke,203504,DAL,33,15.8,6-0,Guard,182.9,G,False,False,False
11126,2019-20,Trey Lyles,1626168,SAS,63,20.2,6-9,Forward,205.7,F,True,True,True
11127,2019-20,Tristan Thompson,202684,CLE,57,30.2,,,,,True,True,True
11128,2019-20,Troy Brown Jr.,1628972,WAS,69,25.8,6-7,Guard-Forward,200.7,G,True,True,True
11129,2019-20,Troy Daniels,203584,DEN,47,11.3,6-4,Guard,193.0,G,True,False,False
11130,2019-20,Ty Jerome,1629660,PHX,31,10.6,6-5,Guard-Forward,195.6,G,False,False,False
11131,2019-20,Tyler Cook,1629076,DEN,13,4.2,6-8,Forward,203.2,F,False,False,False
11132,2019-20,Tyler Herro,1629639,MIA,55,27.4,6-5,Guard,195.6,G,True,True,True
11133,2019-20,Tyler Johnson,204020,BKN,39,18.2,6-3,Guard,190.5,G,False,False,False
11134,2019-20,Tyler Zeller,203092,SAS,2,1.9,6-11,Forward-Center,210.8,F,False,False,False
11135,2019-20,Tyrone Wallace,1627820,ATL,14,11.5,6-5,Guard,195.6,G,False,False,False
11136,2019-20,Tyson Chandler,2199,HOU,26,8.4,7-0,Center,213.4,C,False,False,False
11137,2019-20,Tyus Jones,1626145,MEM,65,19.0,6-1,Guard,185.4,G,True,False,False
11138,2019-20,Udonis Haslem,2617,MIA,4,11.0,6-7,Forward,200.7,F,False,False,False
11139,2019-20,Vic Law,1629724,ORL,8,7.7,6-7,Forward,200.7,F,False,False,False
11140,2019-20,Victor Oladipo,203506,IND,19,27.8,6-3,Guard,190.5,G,False,True,False
11141,2019-20,Vince Carter,1713,ATL,60,14.6,6-6,Guard-Forward,198.1,G,True,False,False
11142,2019-20,Vincent Poirier,1629738,BOS,22,5.9,7-0,Center-Forward,213.4,F,False,False,False
11143,2019-20,Vlatko Čančar,1628427,DEN,14,3.2,6-8,Forward,203.2,F,False,False,False
11144,2019-20,Wayne Ellington,201961,NYK,36,15.5,6-4,Guard,193.0,G,False,False,False
11145,2019-20,Wendell Carter Jr.,1628976,CHI,43,29.2,6-10,Center-Forward,208.3,F,True,True,True
11146,2019-20,Wenyen Gabriel,1629117,POR,30,7.8,6-9,Forward,205.7,F,False,False,False
11147,2019-20,Wes Iwundu,1628411,ORL,52,18.3,6-6,Forward,198.1,F,True,False,False
11148,2019-20,Wesley Matthews,202083,MIL,67,24.4,6-5,Guard,195.6,G,True,True,True
11149,2019-20,Will Barton,203115,DEN,58,33.0,6-5,Guard,195.6,G,True,True,True
11150,2019-20,William Howard,1629739,HOU,2,6.6,6-8,Forward-Guard,203.2,G,False,False,False
11151,2019-20,Willie Cauley-Stein,1626161,DAL,54,20.3,7-0,Center,213.4,C,True,True,True
11152,2019-20,Willy Hernangomez,1626195,CHA,31,12.1,6-11,Center-Forward,210.8,F,False,False,False
11153,2019-20,Wilson Chandler,201163,BKN,35,21.0,,,,,False,True,False
11154,2019-20,Yogi Ferrell,1627812,SAC,50,10.6,6-0,Guard,182.9,G,True,False,False
11155,2019-20,Yuta Watanabe,1629139,MEM,18,5.8,6-9,Guard-Forward,205.7,G,False,False,False
11156,2019-20,Zach Collins,1628380,POR,11,26.4,6-11,Forward-Center,210.8,F,False,True,False
11157,2019-20,Zach LaVine,203897,CHI,60,34.8,6-5,Guard,195.6,G,True,True,True
11158,2019-20,Zach Norvell Jr.,1629668,GSW,5,8.2,6-5,Guard-Forward,195.6,G,False,False,False
11159,2019-20,Zhaire Smith,1629015,PHI,7,4.6,6-3,Guard,190.5,G,False,False,False
11160,2019-20,Zion Williamson,1629627,NOP,24,27.8,6-6,Forward,198.1,F,False,True,False
11161,2019-20,Zylan Cheatham,1629597,NOP,4,12.8,6-5,Forward,195.6,F,False,False,False
11162,2020-21,Aaron Gordon,203932,DEN,50,27.7,6-8,Forward,203.2,F,True,True,True
11163,2020-21,Aaron Holiday,1628988,IND,66,17.8,6-0,Guard,182.9,G,True,False,False
11164,2020-21,Aaron Nesmith,1630174,BOS,46,14.5,6-6,Guard-Forward,198.1,G,True,False,False
11165,2020-21,Abdel Nader,1627846,PHX,24,14.8,6-5,Forward,195.6,F,False,False,False
11166,2020-21,Adam Mokoka,1629690,CHI,14,4.0,6-4,Guard,193.0,G,False,False,False
11167,2020-21,Al Horford,201143,BOS,28,27.9,6-9,Center-Forward,205.7,F,False,True,False
11168,2020-21,Al-Farouq Aminu,202329,CHI,23,18.9,6-8,Forward,203.2,F,False,False,False
11169,2020-21,Alec Burks,202692,NYK,49,25.6,,,,,True,True,True
11170,2020-21,Aleksej Pokusevski,1630197,OKC,45,24.2,7-0,Forward,213.4,F,True,True,True
11171,2020-21,Alen Smailagic,1629346,GSW,15,5.6,6-10,Forward,208.3,F,False,False,False
11172,2020-21,Alex Caruso,1627936,LAL,58,21.0,6-5,Guard,195.6,G,True,True,True
11173,2020-21,Alex Len,203458,WAS,64,15.3,7-0,Center,213.4,C,True,False,False
11174,2020-21,Alfonzo McKinnie,1628035,LAL,39,6.6,6-7,Forward,200.7,F,False,False,False
11175,2020-21,Alize Johnson,1628993,BKN,18,10.5,6-8,Forward,203.2,F,False,False,False
11176,2020-21,Amida Brimah,1628578,IND,5,5.9,6-10,Center,208.3,C,False,False,False
11177,2020-21,Amir Coffey,1629599,LAC,44,9.0,6-7,Guard-Forward,200.7,G,True,False,False
11178,2020-21,Anderson Varejao,2760,CLE,5,7.2,6-11,Forward,210.8,F,False,False,False
11179,2020-21,Andre Drummond,203083,LAL,46,27.0,,,,,True,True,True
11180,2020-21,Andre Iguodala,2738,MIA,63,21.3,6-6,Guard-Forward,198.1,G,True,True,True
11181,2020-21,Andre Roberson,203460,BKN,5,12.6,6-7,Guard-Forward,200.7,G,False,False,False
11182,2020-21,Andrew Wiggins,203952,GSW,71,33.3,6-7,Forward,200.7,F,True,True,True
11183,2020-21,Anfernee Simons,1629014,POR,64,17.3,6-3,Guard,190.5,G,True,False,False
11184,2020-21,Anthony Davis,203076,LAL,36,32.3,,,,,False,True,False
11185,2020-21,Anthony Edwards,1630162,MIN,72,32.1,6-4,Guard,193.0,G,True,True,True
11186,2020-21,Anthony Gill,1630264,WAS,26,8.4,6-8,Forward,203.2,F,False,False,False
11187,2020-21,Anthony Lamb,1630237,HOU,24,17.3,6-6,Forward,198.1,F,False,False,False
11188,2020-21,Anthony Tolliver,201229,PHI,11,9.0,,,,,False,False,False
11189,2020-21,Anžejs Pasečņiks,1628394,WAS,1,6.3,7-1,Center-Forward,215.9,F,False,False,False
11190,2020-21,Armoni Brooks,1629717,HOU,20,26.0,6-3,Guard,190.5,G,False,True,False
11191,2020-21,Aron Baynes,203382,TOR,53,18.5,,,,,True,False,False
11192,2020-21,Ashton Hagans,1630204,MIN,2,2.0,6-3,Guard-Forward,190.5,G,False,False,False
11193,2020-21,Austin Rivers,203085,DEN,36,23.5,,,,,False,True,False
11194,2020-21,Avery Bradley,202340,HOU,27,22.3,6-3,Guard,190.5,G,False,True,False
11195,2020-21,Axel Toupane,1626253,MIL,8,7.7,6-7,Guard-Forward,200.7,G,False,False,False
11196,2020-21,Bam Adebayo,1628389,MIA,64,33.5,6-9,Center-Forward,205.7,F,True,True,True
11197,2020-21,Ben McLemore,203463,LAL,53,17.1,6-3,Guard,190.5,G,True,False,False
11198,2020-21,Ben Simmons,1627732,PHI,58,32.4,6-10,Guard-Forward,208.3,G,True,True,True
11199,2020-21,Bismack Biyombo,202687,CHA,66,20.4,,,,,True,True,True
11200,2020-21,Blake Griffin,201933,BKN,46,25.8,6-9,Forward,205.7,F,True,True,True
11201,2020-21,Boban Marjanović,1626246,DAL,33,8.2,7-4,Center,223.5,C,False,False,False
11202,2020-21,Bobby Portis,1626171,MIL,66,20.8,6-10,Forward,208.3,F,True,True,True
11203,2020-21,Bogdan Bogdanović,203992,ATL,44,29.7,6-5,Guard,195.6,G,True,True,True
11204,2020-21,Bojan Bogdanović,202711,UTA,72,30.8,6-7,Forward,200.7,F,True,True,True
11205,2020-21,Bol Bol,1629626,DEN,32,5.0,7-3,Center-Forward,221.0,F,False,False,False
11206,2020-21,Brad Wanamaker,202954,CHA,61,17.3,6-3,Guard,190.5,G,True,False,False
11207,2020-21,Bradley Beal,203078,WAS,60,35.8,,,,,True,True,True
11208,2020-21,Brandon Clarke,1629634,MEM,59,24.0,6-8,Forward,203.2,F,True,True,True
11209,2020-21,Brandon Goodwin,1629164,ATL,47,13.2,6-0,Guard,182.9,G,True,False,False
11210,2020-21,Brandon Ingram,1627742,NOP,61,34.3,6-8,Forward,203.2,F,True,True,True
11211,2020-21,Brian Bowen II,1628968,IND,6,2.5,6-6,Forward-Guard,198.1,G,False,False,False
11212,2020-21,Brodric Thomas,1630271,CLE,32,12.5,6-5,Guard,195.6,G,False,False,False
11213,2020-21,Brook Lopez,201572,MIL,70,27.2,,,,,True,True,True
11214,2020-21,Bruce Brown,1628971,BKN,65,22.3,6-4,Guard-Forward,193.0,G,True,True,True
11215,2020-21,Bruno Caboclo,203998,HOU,6,6.1,6-9,Forward,205.7,F,False,False,False
11216,2020-21,Bruno Fernando,1628981,ATL,33,6.8,6-9,Forward-Center,205.7,F,False,False,False
11217,2020-21,Bryn Forbes,1627854,MIL,70,19.3,6-2,Guard,188.0,G,True,False,False
11218,2020-21,Buddy Hield,1627741,SAC,71,34.3,6-4,Guard,193.0,G,True,True,True
11219,2020-21,CJ Elleby,1629604,POR,30,6.4,6-6,Forward-Guard,198.1,G,False,False,False
11220,2020-21,CJ McCollum,203468,POR,47,34.0,6-3,Guard,190.5,G,True,True,True
11221,2020-21,Caleb Martin,1628997,CHA,53,15.4,6-5,Forward,195.6,F,True,False,False
11222,2020-21,Cam Reddish,1629629,ATL,26,28.9,6-7,Forward-Guard,200.7,G,False,True,False
11223,2020-21,Cam Reynolds,1629244,HOU,5,8.1,6-7,Forward,200.7,F,False,False,False
11224,2020-21,Cameron Johnson,1629661,PHX,60,24.0,6-8,Forward,203.2,F,True,True,True
11225,2020-21,Cameron Oliver,1628419,HOU,4,21.8,6-8,Forward,203.2,F,False,True,False
11226,2020-21,Cameron Payne,1626166,PHX,60,18.0,6-3,Guard,190.5,G,True,False,False
11227,2020-21,Caris LeVert,1627747,IND,47,31.6,6-6,Guard,198.1,G,True,True,True
11228,2020-21,Carmelo Anthony,2546,POR,69,24.5,6-7,Forward,200.7,F,True,True,True
11229,2020-21,Carsen Edwards,1629035,BOS,31,8.9,5-11,Guard,180.3,G,False,False,False
11230,2020-21,Cassius Stanley,1630199,IND,24,3.9,6-5,Guard,195.6,G,False,False,False
11231,2020-21,Cassius Winston,1630216,WAS,22,4.5,6-1,Guard,185.4,G,False,False,False
11232,2020-21,Cedi Osman,1626224,CLE,59,25.6,6-7,Forward,200.7,F,True,True,True
11233,2020-21,Chandler Hutchison,1628990,WAS,25,13.8,6-6,Forward-Guard,198.1,G,False,False,False
11234,2020-21,Charlie Brown Jr.,1629718,OKC,9,16.9,6-6,Guard,198.1,G,False,False,False
11235,2020-21,Chasson Randle,1626184,ORL,41,20.4,6-2,Guard,188.0,G,True,True,True
11236,2020-21,Chimezie Metu,1629002,SAC,36,13.6,6-10,Forward-Center,208.3,F,False,False,False
11237,2020-21,Chris Boucher,1628449,TOR,60,24.2,6-9,Forward,205.7,F,True,True,True
11238,2020-21,Chris Chiozza,1629185,BKN,22,10.6,5-11,Guard,180.3,G,False,False,False
11239,2020-21,Chris Paul,101108,PHX,70,31.4,6-0,Guard,182.9,G,True,True,True
11240,2020-21,Chris Silva,1629735,SAC,15,6.2,6-8,Forward,203.2,F,False,False,False
11241,2020-21,Christian Wood,1626174,HOU,41,32.3,6-8,Forward,203.2,F,True,True,True
11242,2020-21,Chuma Okeke,1629643,ORL,45,25.2,6-7,Forward,200.7,F,True,True,True
11243,2020-21,Clint Capela,203991,ATL,63,30.1,6-10,Center,208.3,C,True,True,True
11244,2020-21,Coby White,1629632,CHI,69,31.2,6-5,Guard,195.6,G,True,True,True
11245,2020-21,Cody Martin,1628998,CHA,52,16.3,6-6,Forward,198.1,F,True,False,False
11246,2020-21,Cody Zeller,203469,CHA,48,20.9,6-11,Forward-Center,210.8,F,True,True,True
11247,2020-21,Cole Anthony,1630175,ORL,47,27.1,6-2,Guard,188.0,G,True,True,True
11248,2020-21,Collin Sexton,1629012,CLE,60,35.3,6-3,Guard,190.5,G,True,True,True
11249,2020-21,Cory Joseph,202709,DET,63,23.0,,,,,True,True,True
11250,2020-21,Cristiano Felicio,1626245,CHI,18,4.6,6-11,Forward-Center,210.8,F,False,False,False
11251,2020-21,D'Angelo Russell,1626156,MIN,42,28.5,6-3,Guard,190.5,G,True,True,True
11252,2020-21,D.J. Augustin,201571,HOU,57,19.8,,,,,True,False,False
11253,2020-21,D.J. Wilson,1628391,HOU,35,12.4,6-10,Forward,208.3,F,False,False,False
11254,2020-21,DaQuan Jeffries,1629610,SAS,31,15.9,6-5,Guard-Forward,195.6,G,False,False,False
11255,2020-21,Dakota Mathias,1629751,PHI,8,15.4,6-4,Guard,193.0,G,False,False,False
11256,2020-21,Damian Jones,1627745,SAC,39,14.0,6-10,Center,208.3,C,False,False,False
11257,2020-21,Damian Lillard,203081,POR,67,35.8,,,,,True,True,True
11258,2020-21,Damion Lee,1627814,GSW,57,18.9,6-6,Guard-Forward,198.1,G,True,False,False
11259,2020-21,Damyean Dotson,1628422,CLE,46,19.7,6-5,Guard,195.6,G,True,False,False
11260,2020-21,Daniel Gafford,1629655,WAS,54,14.7,6-10,Forward-Center,208.3,F,True,False,False
11261,2020-21,Daniel Oturu,1630187,LAC,30,5.4,6-8,Center,203.2,C,False,False,False
11262,2020-21,Daniel Theis,1628464,CHI,65,24.6,6-8,Forward-Center,203.2,F,True,True,True
11263,2020-21,Danilo Gallinari,201568,ATL,51,24.0,,,,,True,True,True
11264,2020-21,Danny Green,201980,PHI,69,28.0,6-6,Guard,198.1,G,True,True,True
11265,2020-21,Danté Exum,203957,HOU,6,19.4,6-5,Guard,195.6,G,False,False,False
11266,2020-21,Danuel House Jr.,1627863,HOU,36,25.9,6-6,Forward-Guard,198.1,G,False,True,False
11267,2020-21,Dario Šarić,203967,PHX,50,17.4,6-10,Forward-Center,208.3,F,True,False,False
11268,2020-21,Darius Bazley,1629647,OKC,55,31.2,6-9,Forward,205.7,F,True,True,True
11269,2020-21,Darius Garland,1629636,CLE,54,33.1,6-1,Guard,185.4,G,True,True,True
11270,2020-21,Darius Miller,203121,OKC,18,10.9,,,,,False,False,False
11271,2020-21,David Nwaba,1628021,HOU,30,22.6,6-5,Guard-Forward,195.6,G,False,True,False
11272,2020-21,De'Aaron Fox,1628368,SAC,58,35.1,6-3,Guard,190.5,G,True,True,True
11273,2020-21,De'Andre Hunter,1629631,ATL,23,29.5,,,,,False,True,False
11274,2020-21,De'Anthony Melton,1629001,MEM,52,20.1,6-3,Guard,190.5,G,True,True,True
11275,2020-21,DeAndre Jordan,201599,BKN,57,21.9,,,,,True,True,True
11276,2020-21,DeAndre' Bembry,1627761,TOR,51,19.1,6-5,Guard-Forward,195.6,G,True,False,False
11277,2020-21,DeMar DeRozan,201942,SAS,61,33.7,6-6,Guard-Forward,198.1,G,True,True,True
11278,2020-21,DeMarcus Cousins,202326,LAC,41,17.4,6-10,Center,208.3,C,True,False,False
11279,2020-21,Dean Wade,1629731,CLE,63,19.2,,,,,True,False,False
11280,2020-21,Deandre Ayton,1629028,PHX,69,30.6,7-0,Center,213.4,C,True,True,True
11281,2020-21,Deividas Sirvydis,1629686,DET,20,6.7,6-8,Forward-Guard,203.2,G,False,False,False
11282,2020-21,Dejounte Murray,1627749,SAS,67,31.9,6-4,Guard,193.0,G,True,True,True
11283,2020-21,Delon Wright,1626153,SAC,63,27.7,6-5,Guard,195.6,G,True,True,True
11284,2020-21,Deni Avdija,1630166,WAS,54,23.3,6-9,Forward,205.7,F,True,True,True
11285,2020-21,Dennis Schröder,203471,LAL,61,32.1,6-1,Guard,185.4,G,True,True,True
11286,2020-21,Dennis Smith Jr.,1628372,DET,23,18.3,6-3,Guard,190.5,G,False,False,False
11287,2020-21,Denzel Valentine,1627756,CHI,62,16.7,6-4,Guard,193.0,G,True,False,False
11288,2020-21,Derrick Favors,202324,UTA,68,15.3,6-9,Forward,205.7,F,True,False,False
11289,2020-21,Derrick Jones Jr.,1627884,POR,58,22.7,6-6,Forward,198.1,F,True,True,True
11290,2020-21,Derrick Rose,201565,NYK,50,25.6,,,,,True,True,True
11291,2020-21,Derrick White,1628401,SAS,36,29.5,6-4,Guard,193.0,G,False,True,False
11292,2020-21,Desmond Bane,1630217,MEM,68,22.3,6-5,Guard,195.6,G,True,True,True
11293,2020-21,Devin Booker,1626164,PHX,67,33.9,6-6,Guard,198.1,G,True,True,True
11294,2020-21,Devin Cannady,1629962,ORL,8,9.3,6-2,Guard,188.0,G,False,False,False
11295,2020-21,Devin Vassell,1630170,SAS,62,17.0,6-5,Guard-Forward,195.6,G,True,False,False
11296,2020-21,Devon Dotson,1629653,CHI,11,4.6,6-1,Guard,185.4,G,False,False,False
11297,2020-21,Devontae Cacok,1629719,LAL,20,4.9,,,,,False,False,False
11298,2020-21,Devonte' Graham,1628984,CHA,55,30.2,6-1,Guard,185.4,G,True,True,True
11299,2020-21,Dewayne Dedmon,203473,MIA,16,13.2,6-10,Center,208.3,C,False,False,False
11300,2020-21,Didi Louzada,1629712,NOP,3,18.8,6-5,Guard,195.6,G,False,False,False
11301,2020-21,Dillon Brooks,1628415,MEM,67,29.8,6-6,Guard-Forward,198.1,G,True,True,True
11302,2020-21,Domantas Sabonis,1627734,IND,62,36.0,6-10,Forward-Center,208.3,F,True,True,True
11303,2020-21,Donovan Mitchell,1628378,UTA,53,33.4,6-3,Guard,190.5,G,True,True,True
11304,2020-21,Donta Hall,1629743,ORL,13,13.8,,,,,False,False,False
11305,2020-21,Donte DiVincenzo,1628978,MIL,66,27.5,6-4,Guard,193.0,G,True,True,True
11306,2020-21,Dorian Finney-Smith,1627827,DAL,60,32.0,6-7,Forward,200.7,F,True,True,True
11307,2020-21,Doug McDermott,203926,IND,66,24.5,6-6,Forward,198.1,F,True,True,True
11308,2020-21,Draymond Green,203110,GSW,63,31.5,,,,,True,True,True
11309,2020-21,Drew Eubanks,1629234,SAS,54,14.0,6-10,Forward-Center,208.3,F,True,False,False
11310,2020-21,Duncan Robinson,1629130,MIA,72,31.4,6-7,Forward,200.7,F,True,True,True
11311,2020-21,Dwayne Bacon,1628407,ORL,72,25.7,6-6,Guard-Forward,198.1,G,True,True,True
11312,2020-21,Dwight Howard,2730,PHI,69,17.3,6-10,Center-Forward,208.3,F,True,False,False
11313,2020-21,Dwight Powell,203939,DAL,58,16.6,6-10,Forward-Center,208.3,F,True,False,False
11314,2020-21,Dylan Windler,1629685,CLE,31,16.5,6-7,Guard-Forward,200.7,G,False,False,False
11315,2020-21,Dāvis Bertāns,202722,WAS,57,25.7,6-10,Forward,208.3,F,True,True,True
11316,2020-21,E'Twaun Moore,202734,PHX,27,14.4,,,,,False,False,False
11317,2020-21,Ed Davis,202334,MIN,23,13.0,6-9,Center-Forward,205.7,F,False,False,False
11318,2020-21,Edmond Sumner,1628410,IND,53,16.2,6-4,Guard,193.0,G,True,False,False
11319,2020-21,Elfrid Payton,203901,NYK,63,23.6,6-3,Guard,190.5,G,True,True,True
11320,2020-21,Elijah Bryant,1629091,MIL,1,31.6,6-5,Guard,195.6,G,False,True,False
11321,2020-21,Elijah Hughes,1630190,UTA,18,3.5,6-5,Guard,195.6,G,False,False,False
11322,2020-21,Enes Freedom,202683,POR,72,24.4,,,,,True,True,True
11323,2020-21,Eric Bledsoe,202339,NOP,71,29.7,6-1,Guard,185.4,G,True,True,True
11324,2020-21,Eric Gordon,201569,HOU,27,29.2,,,,,False,True,False
11325,2020-21,Eric Paschall,1629672,GSW,40,17.4,,,,,False,False,False
11326,2020-21,Ersan Ilyasova,101141,UTA,17,8.7,6-9,Forward,205.7,F,False,False,False
11327,2020-21,Evan Fournier,203095,BOS,42,30.0,,,,,True,True,True
11328,2020-21,Facundo Campazzo,1630267,DEN,65,21.9,5-10,Guard,177.8,G,True,True,True
11329,2020-21,Frank Jackson,1628402,DET,40,18.5,6-3,Guard,190.5,G,False,False,False
11330,2020-21,Frank Kaminsky,1626163,PHX,47,15.2,7-0,Forward-Center,213.4,F,True,False,False
11331,2020-21,Frank Mason III,1628412,ORL,4,19.8,5-11,Guard,180.3,G,False,False,False
11332,2020-21,Frank Ntilikina,1628373,NYK,33,9.8,6-4,Guard,193.0,G,False,False,False
11333,2020-21,Fred VanVleet,1627832,TOR,52,36.5,6-0,Guard,182.9,G,True,True,True
11334,2020-21,Freddie Gillespie,1630273,TOR,20,19.6,6-9,Center,205.7,C,False,False,False
11335,2020-21,Furkan Korkmaz,1627788,PHI,55,19.3,6-7,Guard-Forward,200.7,G,True,False,False
11336,2020-21,Gabe Vincent,1629216,MIA,50,13.1,,,,,True,False,False
11337,2020-21,Gabriel Deck,1630466,OKC,10,21.2,6-6,Forward,198.1,F,False,True,False
11338,2020-21,Garrett Temple,202066,CHI,56,27.3,6-5,Guard-Forward,195.6,G,True,True,True
11339,2020-21,Garrison Mathews,1629726,WAS,64,16.2,6-6,Guard,198.1,G,True,False,False
11340,2020-21,Gary Clark,1629109,PHI,39,16.8,6-6,Forward,198.1,F,False,False,False
11341,2020-21,Gary Harris,203914,ORL,39,27.7,6-4,Guard,193.0,G,False,True,False
11342,2020-21,Gary Payton II,1627780,GSW,10,4.0,6-2,Guard,188.0,G,False,False,False
11343,2020-21,Gary Trent Jr.,1629018,TOR,58,31.1,6-5,Guard,195.6,G,True,True,True
11344,2020-21,George Hill,201588,PHI,30,22.4,,,,,False,True,False
11345,2020-21,Georges Niang,1627777,UTA,72,16.0,6-7,Forward,200.7,F,True,False,False
