,SEASON,PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,GP,MIN
7346,2012-13,Jamaal Tinsley,2224,UTA,66,18.5
7347,2012-13,Jamal Crawford,2037,LAC,76,29.3
7348,2012-13,Jameer Nelson,2749,ORL,56,35.3
7349,2012-13,James Anderson,202341,HOU,39,10.3
7350,2012-13,James Harden,201935,HOU,78,38.3
7351,2012-13,James Johnson,201949,SAC,54,16.3
7352,2012-13,James Jones,2592,MIA,38,5.8
7353,2012-13,James White,200778,NYK,57,7.6
7354,2012-13,Jan Vesely,202686,WAS,51,11.8
7355,2012-13,Jannero Pargo,2457,CHA,32,15.9
7356,2012-13,Jared Cunningham,203099,DAL,8,3.2
7357,2012-13,Jared Dudley,201162,PHX,79,27.5
7358,2012-13,Jared Jeffries,2407,POR,38,9.2
7359,2012-13,Jared Sullinger,203096,BOS,45,19.8
7360,2012-13,Jarrett Jack,101127,GSW,79,29.7
7361,2012-13,Jarvis Varnado,202363,MIA,13,4.5
7362,2012-13,Jason Collins,2215,WAS,38,10.1
7363,2012-13,Jason Kidd,467,NYK,76,26.9
7364,2012-13,Jason Maxiell,101131,DET,72,24.8
7365,2012-13,Jason Richardson,2202,PHI,33,28.4
7366,2012-13,Jason Smith,201160,NOH,51,17.2
7367,2012-13,Jason Terry,1891,BOS,79,26.9
7368,2012-13,Jason Thompson,201574,SAC,82,27.9
7369,2012-13,Jeff Adrien,202399,CHA,52,13.7
7370,2012-13,Jeff Ayres,201965,IND,37,10.0
7371,2012-13,Jeff Green,201145,BOS,81,27.8
7372,2012-13,Jeff Teague,201952,ATL,80,32.9
7373,2012-13,Jeffery Taylor,203106,CHA,77,19.6
7374,2012-13,Jeremy Evans,202379,UTA,37,5.8
7375,2012-13,Jeremy Lamb,203087,OKC,23,6.4
7376,2012-13,Jeremy Lin,202391,HOU,82,32.2
7377,2012-13,Jeremy Pargo,202951,PHI,39,16.8
7378,2012-13,Jeremy Tyler,202719,ATL,21,3.3
7379,2012-13,Jermaine O'Neal,979,PHX,55,18.7
7380,2012-13,Jerry Stackhouse,711,BKN,37,14.7
7381,2012-13,Jerryd Bayless,201573,MEM,80,22.1
7382,2012-13,Jimmer Fredette,202690,SAC,69,14.0
7383,2012-13,Jimmy Butler III,202710,CHI,82,26.0
7384,2012-13,Joakim Noah,201149,CHI,66,36.8
7385,2012-13,Jodie Meeks,201975,LAL,78,21.3
7386,2012-13,Joe Johnson,2207,BKN,72,36.7
7387,2012-13,Joel Anthony,201202,MIA,62,9.1
7388,2012-13,Joel Freeland,200777,POR,51,9.4
7389,2012-13,Joel Przybilla,2038,MIL,12,5.7
7390,2012-13,Johan Petro,101130,ATL,31,11.3
7391,2012-13,John Henson,203089,MIL,63,13.1
7392,2012-13,John Jenkins,203098,ATL,61,14.8
7393,2012-13,John Lucas III,101249,TOR,63,13.1
7394,2012-13,John Salmons,2422,SAC,76,30.0
7395,2012-13,John Wall,202322,WAS,49,32.7
7396,2012-13,Jon Leuer,202720,MEM,28,6.7
7397,2012-13,Jonas Jerebko,201973,DET,49,18.2
7398,2012-13,Jonas Valančiūnas,202685,TOR,62,23.9
7399,2012-13,Jordan Crawford,202348,BOS,70,24.4
7400,2012-13,Jordan Hamilton,202706,DEN,40,9.9
7401,2012-13,Jordan Hill,201941,LAL,29,15.8
7402,2012-13,Jose Calderon,101181,DET,73,29.6
7403,2012-13,Josh Akognon,203006,DAL,3,2.9
7404,2012-13,Josh Childress,2735,BKN,14,7.2
7405,2012-13,Josh Harrellson,202725,MIA,6,5.1
7406,2012-13,Josh Howard,2572,MIN,11,18.8
7407,2012-13,Josh McRoberts,201177,CHA,67,22.2
7408,2012-13,Josh Selby,202729,MEM,10,5.9
7409,2012-13,Josh Smith,2746,ATL,76,35.3
7410,2012-13,Jrue Holiday,201950,PHI,78,37.5
7411,2012-13,Julyan Stone,202933,DEN,4,7.0
7412,2012-13,Justin Dentmon,202458,DAL,2,2.2
7413,2012-13,Justin Holiday,203200,PHI,9,15.8
7414,2012-13,Juwan Howard,436,MIA,7,7.2
7415,2012-13,Kawhi Leonard,202695,SAS,58,31.2
7416,2012-13,Keith Bogans,2586,BKN,74,19.0
7417,2012-13,Kemba Walker,202689,CHA,82,34.9
7418,2012-13,Kendall Marshall,203088,PHX,48,14.6
7419,2012-13,Kendrick Perkins,2570,OKC,78,25.1
7420,2012-13,Kenneth Faried,202702,DEN,80,28.1
7421,2012-13,Kent Bazemore,203145,GSW,61,4.4
7422,2012-13,Kenyon Martin,2030,NYK,18,24.0
7423,2012-13,Kevin Durant,201142,OKC,81,38.5
7424,2012-13,Kevin Garnett,708,BOS,68,29.7
7425,2012-13,Kevin Jones,203158,CLE,32,10.4
7426,2012-13,Kevin Love,201567,MIN,18,34.3
7427,2012-13,Kevin Martin,2755,OKC,77,27.7
7428,2012-13,Kevin Murphy,203122,UTA,17,3.1
7429,2012-13,Kevin Seraphin,202338,WAS,79,21.8
7430,2012-13,Keyon Dooling,2039,MEM,7,11.7
7431,2012-13,Khris Middleton,203114,DET,27,17.6
7432,2012-13,Kim English,203119,DET,41,9.9
7433,2012-13,Kirk Hinrich,2550,CHI,60,29.4
7434,2012-13,Klay Thompson,202691,GSW,82,35.8
7435,2012-13,Kobe Bryant,977,LAL,78,38.6
7436,2012-13,Kosta Koufos,201585,DEN,81,22.4
7437,2012-13,Kris Humphries,2743,BKN,65,18.3
7438,2012-13,Kris Joseph,203126,BKN,10,5.4
7439,2012-13,Kurt Thomas,703,NYK,39,10.1
7440,2012-13,Kwame Brown,2198,PHI,22,12.2
7441,2012-13,Kyle Korver,2594,ATL,74,30.5
7442,2012-13,Kyle Lowry,200768,TOR,68,29.7
7443,2012-13,Kyle O'Quinn,203124,ORL,57,11.2
7444,2012-13,Kyle Singler,202713,DET,82,28.0
7445,2012-13,Kyrie Irving,202681,CLE,59,34.7
7446,2012-13,LaMarcus Aldridge,200746,POR,74,37.7
7447,2012-13,Lamar Odom,1885,LAC,82,19.7
7448,2012-13,Lance Stephenson,202362,IND,78,29.2
7449,2012-13,Lance Thomas,202498,NOH,59,11.0
7450,2012-13,Landry Fields,202361,TOR,51,20.3
7451,2012-13,Larry Sanders,202336,MIL,71,27.3
7452,2012-13,Lavoy Allen,202730,PHI,79,21.1
7453,2012-13,Lazar Hayward,202351,MIN,4,7.8
7454,2012-13,LeBron James,2544,MIA,76,37.9
7455,2012-13,Leandro Barbosa,2571,BOS,41,12.5
7456,2012-13,Linas Kleiza,101132,TOR,20,18.8
7457,2012-13,Lou Amundson,200811,NOH,39,9.5
7458,2012-13,Lou Williams,101150,ATL,39,28.7
7459,2012-13,Luc Mbah a Moute,201601,MIL,58,22.9
7460,2012-13,Luis Scola,2449,PHX,82,26.6
7461,2012-13,Luke Babbitt,202337,POR,62,11.8
7462,2012-13,Luke Ridnour,2557,MIN,82,30.2
7463,2012-13,Luke Walton,2575,CLE,50,17.1
7464,2012-13,Luke Zeller,202545,PHX,16,3.6
7465,2012-13,Luol Deng,2736,CHI,75,38.7
7466,2012-13,Maalik Wayns,203146,LAC,27,7.5
7467,2012-13,Malcolm Lee,202723,MIN,16,18.0
7468,2012-13,Malcolm Thomas,202952,CHI,12,4.7
7469,2012-13,Manu Ginobili,1938,SAS,60,23.2
7470,2012-13,MarShon Brooks,202705,BKN,73,12.5
7471,2012-13,Marc Gasol,201188,MEM,80,35.0
7472,2012-13,Marcin Gortat,101162,PHX,61,30.8
7473,2012-13,Marco Belinelli,201158,CHI,73,25.8
7474,2012-13,Marcus Camby,948,NYK,24,10.4
7475,2012-13,Marcus Morris Sr.,202694,PHX,77,19.8
7476,2012-13,Marcus Thornton,201977,SAC,72,24.0
7477,2012-13,Mario Chalmers,201596,MIA,77,26.9
7478,2012-13,Markieff Morris,202693,PHX,82,22.4
7479,2012-13,Marquis Daniels,2605,MIL,59,18.4
7480,2012-13,Marquis Teague,203104,CHI,48,8.2
7481,2012-13,Marreese Speights,201578,CLE,79,16.5
7482,2012-13,Martell Webster,101110,WAS,76,28.9
7483,2012-13,Marvin Williams,101107,UTA,73,23.7
7484,2012-13,Matt Barnes,2440,LAC,80,25.7
7485,2012-13,Matt Bonner,2588,SAS,68,13.4
7486,2012-13,Matt Carroll,2679,CHA,1,5.9
7487,2012-13,Maurice Harkless,203090,ORL,76,26.0
7488,2012-13,Metta World Peace,1897,LAL,75,33.7
7489,2012-13,Meyers Leonard,203086,POR,69,17.5
7490,2012-13,Michael Beasley,201563,PHX,75,20.7
7491,2012-13,Michael Kidd-Gilchrist,203077,CHA,78,26.0
7492,2012-13,Mickael Gelabale,101153,MIN,36,17.9
7493,2012-13,Mickael Pietrus,2554,TOR,19,20.3
7494,2012-13,Mike Conley,201144,MEM,80,34.5
7495,2012-13,Mike Dunleavy,2399,MIL,75,25.9
7496,2012-13,Mike James,2229,DAL,45,19.2
7497,2012-13,Mike Miller,2034,MIA,59,15.2
7498,2012-13,Mike Scott,203118,ATL,40,9.4
7499,2012-13,Miles Plumlee,203101,IND,14,3.9
7500,2012-13,Mirza Teletovic,203141,BKN,53,9.4
7501,2012-13,Mo Williams,2590,UTA,46,30.8
7502,2012-13,Monta Ellis,101145,MIL,82,37.5
7503,2012-13,Nando De Colo,201986,SAS,72,12.8
7504,2012-13,Nate Robinson,101126,CHI,82,25.4
7505,2012-13,Nazr Mohammed,1737,CHI,63,11.0
7506,2012-13,Nene,2403,WAS,61,27.2
7507,2012-13,Nick Collison,2555,OKC,81,19.5
7508,2012-13,Nick Young,201156,PHI,59,23.9
7509,2012-13,Nicolas Batum,201587,POR,73,38.4
7510,2012-13,Nikola Pekovic,201593,MIN,62,31.6
7511,2012-13,Nikola Vučević,202696,ORL,77,33.2
7512,2012-13,Nolan Smith,202701,POR,40,7.2
7513,2012-13,Norris Cole,202708,MIA,80,19.9
7514,2012-13,O.J. Mayo,201564,DAL,82,35.5
7515,2012-13,Omer Asik,201600,HOU,82,30.0
7516,2012-13,Omri Casspi,201956,CLE,43,11.7
7517,2012-13,Orlando Johnson,203111,IND,51,12.1
7518,2012-13,P.J. Tucker,200782,PHX,79,24.2
7519,2012-13,Pablo Prigioni,203143,NYK,78,16.2
7520,2012-13,Patrick Beverley,201976,HOU,41,17.4
7521,2012-13,Patrick Patterson,202335,SAC,71,25.0
7522,2012-13,Patty Mills,201988,SAS,58,11.3
7523,2012-13,Pau Gasol,2200,LAL,49,33.8
7524,2012-13,Paul George,202331,IND,79,37.6
7525,2012-13,Paul Millsap,200794,UTA,78,30.4
7526,2012-13,Paul Pierce,1718,BOS,77,33.4
7527,2012-13,Perry Jones III,203103,OKC,38,7.4
7528,2012-13,Quentin Richardson,2047,NYK,1,28.9
7529,2012-13,Quincy Acy,203112,TOR,29,11.8
7530,2012-13,Quincy Miller,203113,DEN,7,3.7
7531,2012-13,Quincy Pondexter,202347,MEM,59,21.1
7532,2012-13,Rajon Rondo,200765,BOS,38,37.4
7533,2012-13,Ramon Sessions,201196,CHA,61,27.1
7534,2012-13,Randy Foye,200751,UTA,82,27.4
7535,2012-13,Rashard Lewis,1740,MIA,55,14.4
7536,2012-13,Rasheed Wallace,739,NYK,21,14.1
7537,2012-13,Ray Allen,951,MIA,79,25.8
7538,2012-13,Raymond Felton,101109,NYK,68,34.0
7539,2012-13,Reggie Evans,2501,BKN,80,24.6
7540,2012-13,Reggie Jackson,202704,OKC,70,14.2
7541,2012-13,Reggie Williams,202130,CHA,40,9.5
7542,2012-13,Richard Hamilton,1888,CHI,50,21.8
7543,2012-13,Richard Jefferson,2210,GSW,56,10.1
7544,2012-13,Ricky Rubio,201937,MIN,57,29.7
7545,2012-13,Robert Sacre,203135,LAL,32,6.4
7546,2012-13,Robin Lopez,201577,NOH,82,26.0
7547,2012-13,Rodney Stuckey,201155,DET,76,28.6
7548,2012-13,Rodrigue Beaubois,201958,DAL,45,12.2
7549,2012-13,Roger Mason Jr.,2427,NOH,69,17.7
7550,2012-13,Ronnie Brewer,200758,OKC,60,14.2
7551,2012-13,Ronnie Price,101179,POR,39,13.1
7552,2012-13,Ronny Turiaf,101142,LAC,65,10.8
7553,2012-13,Roy Hibbert,201579,IND,79,28.7
7554,2012-13,Royal Ivey,2767,PHI,53,13.2
7555,2012-13,Rudy Gay,200752,TOR,75,35.8
7556,2012-13,Russell Westbrook,201566,OKC,82,34.9
7557,2012-13,Ryan Anderson,201583,NOH,81,30.9
7558,2012-13,Ryan Hollins,200797,LAC,60,11.1
7559,2012-13,Sam Young,201970,IND,56,12.4
7560,2012-13,Samardo Samuels,202396,CLE,18,10.9
7561,2012-13,Samuel Dalembert,2223,MIL,47,16.3
7562,2012-13,Sasha Pavlovic,2562,POR,39,13.5
7563,2012-13,Scott Machado,203159,GSW,6,3.5
7564,2012-13,Sebastian Telfair,2742,TOR,59,16.6
7565,2012-13,Serge Ibaka,201586,OKC,80,31.1
7566,2012-13,Shane Battier,2203,MIA,72,24.8
7567,2012-13,Shannon Brown,200769,PHX,59,23.8
7568,2012-13,Shaun Livingston,2733,CLE,66,22.0
7569,2012-13,Shavlik Randolph,101183,BOS,16,12.4
7570,2012-13,Shawn Marion,1890,DAL,67,30.0
7571,2012-13,Shelvin Mack,202714,ATL,31,13.4
7572,2012-13,Solomon Jones,200780,NYK,2,13.0
7573,2012-13,Spencer Hawes,201150,PHI,82,27.2
7574,2012-13,Stephen Curry,201939,GSW,78,38.2
7575,2012-13,Stephen Jackson,1536,SAS,55,19.5
7576,2012-13,Steve Blake,2581,LAL,45,26.1
7577,2012-13,Steve Nash,959,LAL,50,32.5
7578,2012-13,Steve Novak,200779,NYK,81,20.3
7579,2012-13,Taj Gibson,201959,CHI,65,22.5
7580,2012-13,Tayshaun Prince,2419,MEM,82,32.1
7581,2012-13,Terrel Harris,202227,NOH,20,6.9
7582,2012-13,Terrence Jones,203093,HOU,19,14.5
7583,2012-13,Terrence Ross,203082,TOR,73,17.0
7584,2012-13,Terrence Williams,201944,BOS,24,13.2
7585,2012-13,Thabo Sefolosha,200757,OKC,81,27.5
7586,2012-13,Thaddeus Young,201152,PHI,76,34.6
7587,2012-13,Thomas Robinson,203080,HOU,70,15.1
7588,2012-13,Tiago Splitter,201168,SAS,81,24.7
7589,2012-13,Tim Duncan,1495,SAS,69,30.1
7590,2012-13,Tim Ohlbrecht,203317,HOU,3,3.9
7591,2012-13,Timofey Mozgov,202389,DEN,41,8.9
7592,2012-13,Tobias Harris,202699,ORL,55,23.6
7593,2012-13,Toney Douglas,201962,SAC,71,18.1
7594,2012-13,Tony Allen,2754,MEM,79,26.7
7595,2012-13,Tony Parker,2225,SAS,66,32.9
7596,2012-13,Tony Wroten,203100,MEM,35,7.8
7597,2012-13,Tornike Shengelia,203129,BKN,19,4.9
7598,2012-13,Travis Outlaw,2566,SAC,38,11.7
7599,2012-13,Trevor Ariza,2772,WAS,56,26.3
7600,2012-13,Trevor Booker,202344,WAS,48,18.5
7601,2012-13,Tristan Thompson,202684,CLE,82,31.3
7602,2012-13,Troy Murphy,2211,DAL,14,18.3
7603,2012-13,Ty Lawson,201951,DEN,73,34.4
7604,2012-13,Tyler Hansbrough,201946,IND,81,16.9
7605,2012-13,Tyler Honeycutt,202715,SAC,9,3.5
7606,2012-13,Tyler Zeller,203092,CLE,77,26.4
7607,2012-13,Tyreke Evans,201936,SAC,65,31.0
7608,2012-13,Tyrus Thomas,200748,CHA,26,13.8
7609,2012-13,Tyshawn Taylor,203116,BKN,38,5.8
7610,2012-13,Tyson Chandler,2199,NYK,66,32.8
7611,2012-13,Udonis Haslem,2617,MIA,75,18.9
7612,2012-13,Viacheslav Kravtsov,203139,DET,25,8.9
7613,2012-13,Victor Claver,201964,POR,49,16.6
7614,2012-13,Vince Carter,1713,DAL,81,25.8
7615,2012-13,Vladimir Radmanovic,2209,CHI,25,5.7
7616,2012-13,Wayne Ellington,201961,CLE,78,21.3
7617,2012-13,Wesley Johnson,202325,PHX,50,19.1
7618,2012-13,Wesley Matthews,202083,POR,69,34.8
7619,2012-13,Will Barton,203115,POR,73,12.2
7620,2012-13,Will Bynum,101198,DET,65,18.8
7621,2012-13,Will Conroy,101215,MIN,4,5.1
7622,2012-13,Willie Green,2584,LAC,72,16.5
7623,2012-13,Wilson Chandler,201163,DEN,43,25.1
7624,2012-13,Xavier Henry,202333,NOH,50,12.5
7625,2012-13,Zach Randolph,2216,MEM,76,34.3
7626,2012-13,Zaza Pachulia,2585,ATL,52,21.8
7627,2013-14,AJ Price,201985,MIN,28,3.5
7628,2013-14,Aaron Brooks,201166,DEN,72,21.6
7629,2013-14,Aaron Gray,201189,SAC,37,9.6
7630,2013-14,Adonis Thomas,203519,PHI,6,6.3
7631,2013-14,Al Harrington,1733,WAS,34,15.0
7632,2013-14,Al Horford,201143,ATL,29,33.0
7633,2013-14,Al Jefferson,2744,CHA,73,35.0
7634,2013-14,Al-Farouq Aminu,202329,NOP,80,25.6
7635,2013-14,Alan Anderson,101187,BKN,78,22.7
7636,2013-14,Alec Burks,202692,UTA,78,28.1
7637,2013-14,Alex Len,203458,PHX,42,8.6
7638,2013-14,Alexey Shved,203144,MIN,63,10.5
7639,2013-14,Alexis Ajinca,201582,NOP,56,17.0
7640,2013-14,Allen Crabbe,203459,POR,15,6.7
7641,2013-14,Alonzo Gee,202087,CLE,65,15.7
7642,2013-14,Amar'e Stoudemire,2405,NYK,65,22.6
7643,2013-14,Amir Johnson,101161,TOR,77,28.8
7644,2013-14,Anderson Varejao,2760,CLE,65,27.7
7645,2013-14,Andray Blatche,101154,BKN,73,22.2
7646,2013-14,Andre Drummond,203083,DET,81,32.3
7647,2013-14,Andre Iguodala,2738,GSW,63,32.4
7648,2013-14,Andre Miller,1889,WAS,58,16.9
7649,2013-14,Andre Roberson,203460,OKC,40,10.0
7650,2013-14,Andrea Bargnani,200745,NYK,42,29.9
7651,2013-14,Andrei Kirilenko,1905,BKN,45,19.1
7652,2013-14,Andrew Bogut,101106,GSW,67,26.4
7653,2013-14,Andrew Bynum,101115,IND,26,19.8
7654,2013-14,Andrew Nicholson,203094,ORL,76,15.4
7655,2013-14,Andris Biedrins,2740,UTA,6,7.4
7656,2013-14,Antawn Jamison,1712,LAC,22,11.3
7657,2013-14,Anthony Bennett,203461,CLE,52,12.7
7658,2013-14,Anthony Davis,203076,NOP,67,35.2
7659,2013-14,Anthony Morrow,201627,NOP,76,18.8
7660,2013-14,Anthony Randolph,201576,DEN,43,12.3
7661,2013-14,Anthony Tolliver,201229,CHA,64,20.3
7662,2013-14,Archie Goodwin,203462,PHX,52,10.2
7663,2013-14,Arinze Onuaku,202620,CLE,5,6.0
7664,2013-14,Arnett Moultrie,203102,PHI,12,15.6
7665,2013-14,Aron Baynes,203382,SAS,53,9.3
7666,2013-14,Arron Afflalo,201167,ORL,73,35.0
7667,2013-14,Austin Daye,201948,SAS,22,6.7
7668,2013-14,Austin Rivers,203085,NOP,69,19.4
7669,2013-14,Avery Bradley,202340,BOS,60,30.9
7670,2013-14,Ben Gordon,2732,CHA,19,14.7
7671,2013-14,Ben McLemore,203463,SAC,82,26.7
7672,2013-14,Beno Udrih,2757,MEM,41,15.7
7673,2013-14,Bernard James,203108,DAL,30,4.9
7674,2013-14,Bismack Biyombo,202687,CHA,77,13.9
7675,2013-14,Blake Griffin,201933,LAC,80,35.8
7676,2013-14,Boris Diaw,2564,SAS,79,25.0
7677,2013-14,Bradley Beal,203078,WAS,73,34.7
7678,2013-14,Brandan Wright,201148,DAL,58,18.6
7679,2013-14,Brandon Bass,101138,BOS,82,27.6
7680,2013-14,Brandon Davies,203561,PHI,51,11.3
7681,2013-14,Brandon Jennings,201943,DET,80,34.1
7682,2013-14,Brandon Knight,202688,MIL,72,33.3
7683,2013-14,Brandon Rush,201575,UTA,38,11.0
7684,2013-14,Brian Roberts,203148,NOP,72,23.2
7685,2013-14,Brook Lopez,201572,BKN,17,31.4
7686,2013-14,Byron Mullens,201957,PHI,45,9.2
7687,2013-14,C.J. Watson,201228,IND,63,18.9
7688,2013-14,CJ McCollum,203468,POR,38,12.5
7689,2013-14,CJ Miles,101139,CLE,51,19.3
7690,2013-14,Carl Landry,201171,SAC,18,12.9
7691,2013-14,Carlos Boozer,2430,CHI,76,28.2
7692,2013-14,Carmelo Anthony,2546,NYK,77,38.7
7693,2013-14,Caron Butler,2406,OKC,56,25.3
7694,2013-14,Carrick Felix,203467,CLE,7,5.4
7695,2013-14,Cartier Martin,201858,ATL,59,14.7
7696,2013-14,Casper Ware,203810,PHI,9,12.9
7697,2013-14,Chandler Parsons,202718,HOU,74,37.6
7698,2013-14,Channing Frye,101112,PHX,82,28.2
7699,2013-14,Charlie Villanueva,101111,DET,20,9.0
7700,2013-14,Chase Budinger,201978,MIN,41,18.3
7701,2013-14,Chauncey Billups,1497,DET,19,16.3
7702,2013-14,Chris Andersen,2365,MIA,72,19.4
7703,2013-14,Chris Babb,203569,BOS,14,9.5
7704,2013-14,Chris Bosh,2547,MIA,79,32.0
7705,2013-14,Chris Copeland,203142,IND,41,6.5
7706,2013-14,Chris Douglas-Roberts,201604,CHA,49,20.7
7707,2013-14,Chris Johnson,203187,BOS,40,19.7
7708,2013-14,Chris Kaman,2549,LAL,39,18.9
7709,2013-14,Chris Paul,101108,LAC,62,35.0
7710,2013-14,Chris Singleton,202698,WAS,25,10.0
7711,2013-14,Chris Smith,203147,NYK,2,1.0
7712,2013-14,Chris Wright,202874,MIL,8,15.7
7713,2013-14,Chuck Hayes,101236,TOR,61,12.4
7714,2013-14,Cody Zeller,203469,CHA,82,17.3
7715,2013-14,Cole Aldrich,202332,NYK,46,7.2
7716,2013-14,Corey Brewer,201147,MIN,81,32.2
7717,2013-14,Cory Joseph,202709,SAS,68,13.8
7718,2013-14,Courtney Lee,201584,MEM,79,25.0
7719,2013-14,D.J. Augustin,201571,CHI,71,27.3
7720,2013-14,DJ Stephens,203474,MIL,3,4.9
7721,2013-14,DJ White,201591,CHA,2,5.1
7722,2013-14,Damian Lillard,203081,POR,82,35.8
7723,2013-14,Damion James,202345,SAS,5,10.1
7724,2013-14,Daniel Orton,202350,PHI,22,11.4
7725,2013-14,Danny Granger,101122,LAC,41,20.7
7726,2013-14,Danny Green,201980,SAS,68,24.3
7727,2013-14,Dante Cunningham,201967,MIN,81,20.2
7728,2013-14,Darius Johnson-Odom,203130,PHI,3,5.1
7729,2013-14,Darius Miller,203121,NOP,45,16.1
7730,2013-14,Darius Morris,202721,MEM,27,11.6
7731,2013-14,Darrell Arthur,201589,DEN,68,17.1
7732,2013-14,Darren Collison,201954,LAC,80,25.9
7733,2013-14,David Lee,101135,GSW,69,33.2
7734,2013-14,David West,2561,IND,80,30.9
7735,2013-14,DeAndre Jordan,201599,LAC,82,35.0
7736,2013-14,DeAndre Liggins,202732,MIA,1,1.4
7737,2013-14,DeJuan Blair,201971,DAL,78,15.6
7738,2013-14,DeMar DeRozan,201942,TOR,79,38.2
7739,2013-14,DeMarcus Cousins,202326,SAC,71,32.4
7740,2013-14,DeMarre Carroll,201960,ATL,73,32.1
7741,2013-14,Dennis Schröder,203471,ATL,49,13.1
7742,2013-14,Derek Fisher,965,OKC,81,17.6
7743,2013-14,Deron Williams,101114,BKN,64,32.2
7744,2013-14,Derrick Favors,202324,UTA,73,30.2
7745,2013-14,Derrick Rose,201565,CHI,10,31.1
7746,2013-14,Derrick Williams,202682,SAC,78,23.3
7747,2013-14,Devin Harris,2734,DAL,40,20.4
7748,2013-14,Dewayne Dedmon,203473,ORL,31,12.6
7749,2013-14,Dexter Pittman,202354,ATL,2,1.5
7750,2013-14,Diante Garrett,203197,UTA,71,14.8
7751,2013-14,Dion Waiters,203079,CLE,70,29.6
7752,2013-14,Dionte Christmas,202091,PHX,31,6.4
7753,2013-14,Dirk Nowitzki,1717,DAL,80,32.9
7754,2013-14,Donald Sloan,202388,IND,48,8.2
7755,2013-14,Donatas Motiejunas,202700,HOU,62,15.4
7756,2013-14,Dorell Wright,2748,POR,68,14.5
7757,2013-14,Doron Lamb,203117,ORL,53,13.1
7758,2013-14,Draymond Green,203110,GSW,82,21.9
7759,2013-14,Drew Gooden,2400,WAS,22,18.0
7760,2013-14,Dwight Buycks,202779,TOR,14,10.4
7761,2013-14,Dwight Howard,2730,HOU,71,33.8
7762,2013-14,Dwyane Wade,2548,MIA,54,32.9
7763,2013-14,E'Twaun Moore,202734,ORL,79,19.1
7764,2013-14,Earl Clark,201947,NYK,54,14.2
7765,2013-14,Earl Watson,2248,POR,24,6.7
7766,2013-14,Ed Davis,202334,MEM,63,15.2
7767,2013-14,Ekpe Udoh,202327,MIL,42,19.1
7768,2013-14,Elias Harris,203548,LAL,2,5.7
7769,2013-14,Elliot Williams,202343,PHI,67,17.3
7770,2013-14,Elton Brand,1882,ATL,73,19.4
7771,2013-14,Enes Freedom,202683,UTA,80,26.7
7772,2013-14,Eric Bledsoe,202339,PHX,43,32.9
7773,2013-14,Eric Gordon,201569,NOP,64,32.1
7774,2013-14,Eric Maynor,201953,PHI,31,10.5
7775,2013-14,Erik Murphy,203513,CHI,24,2.6
7776,2013-14,Ersan Ilyasova,101141,MIL,55,26.9
7777,2013-14,Evan Fournier,203095,DEN,76,19.8
7778,2013-14,Evan Turner,202323,IND,81,30.3
7779,2013-14,Francisco Garcia,101128,HOU,55,19.7
7780,2013-14,Gal Mekel,203539,DAL,31,9.4
7781,2013-14,Garrett Temple,202066,WAS,75,8.5
7782,2013-14,Gary Neal,202390,CHA,52,21.4
7783,2013-14,George Hill,201588,IND,76,32.0
7784,2013-14,Gerald Green,101123,PHX,82,28.4
7785,2013-14,Gerald Henderson,201945,CHA,77,32.0
7786,2013-14,Gerald Wallace,2222,BOS,58,24.4
7787,2013-14,Giannis Antetokounmpo,203507,MIL,77,24.6
7788,2013-14,Gigi Datome,203540,DET,34,7.0
7789,2013-14,Glen Davis,201175,LAC,68,24.4
7790,2013-14,Glen Rice,203318,WAS,11,9.9
7791,2013-14,Goran Dragic,201609,PHX,76,35.1
7792,2013-14,Gordon Hayward,202330,UTA,77,36.4
7793,2013-14,Gorgui Dieng,203476,MIN,60,13.6
7794,2013-14,Greg Monroe,202328,DET,82,32.8
7795,2013-14,Greg Oden,201141,MIA,23,9.2
7796,2013-14,Greg Smith,202962,HOU,11,9.1
7797,2013-14,Greg Stiemsma,201880,NOP,55,18.3
7798,2013-14,Greivis Vasquez,202349,TOR,79,22.5
7799,2013-14,Gustavo Ayon,202970,ATL,26,16.5
7800,2013-14,Hamady Ndiaye,202380,SAC,14,5.3
7801,2013-14,Harrison Barnes,203084,GSW,78,28.3
7802,2013-14,Hasheem Thabeet,201934,OKC,23,8.4
7803,2013-14,Hedo Turkoglu,2045,LAC,38,10.3
7804,2013-14,Henry Sims,203156,PHI,46,19.0
7805,2013-14,Hilton Armstrong,200756,GSW,15,6.4
7806,2013-14,Hollis Thompson,203138,PHI,77,22.6
7807,2013-14,Ian Clark,203546,UTA,23,7.5
7808,2013-14,Ian Mahinmi,101133,IND,77,16.2
7809,2013-14,Iman Shumpert,202697,NYK,74,26.5
7810,2013-14,Isaiah Canaan,203477,HOU,22,11.5
7811,2013-14,Isaiah Thomas,202738,SAC,72,34.7
7812,2013-14,Ish Smith,202397,PHX,70,14.4
7813,2013-14,J.J. Barea,200826,MIN,79,18.6
7814,2013-14,JJ Hickson,201581,DEN,69,26.9
7815,2013-14,JJ Redick,200755,LAC,35,28.2
7816,2013-14,JR Smith,2747,NYK,74,32.7
7817,2013-14,JaVale McGee,201580,DEN,5,15.9
7818,2013-14,Jae Crowder,203109,DAL,78,16.1
7819,2013-14,Jamaal Franklin,203479,MEM,21,7.7
7820,2013-14,Jamaal Tinsley,2224,UTA,8,13.8
